method,classifier,rep,auroc_full,auroc_red,aurc_full,aurc_red,tag,auroc_penalty,aurc_penalty,kept_features,k_aggr
l1_logistic,rf,1,0.9150771103896104,0.8301034902597402,0.0572507511694828,0.13935099601969003,arcene_keep5000,0.0849736201298702,0.08210024485020723,5000,25
l1_logistic,rf,2,0.9180194805194805,0.811130275974026,0.05377322418194922,0.15054094259039782,arcene_keep5000,0.10688920454545447,0.09676771840844861,5000,25
l1_logistic,rf,3,0.9212155032467533,0.8393364448051949,0.04998787030610633,0.11406009440115454,arcene_keep5000,0.0818790584415584,0.0640722240950482,5000,25
l1_logistic,rf,4,0.9241578733766234,0.7963169642857143,0.04969047377555506,0.17644736035792796,arcene_keep5000,0.12784090909090906,0.1267568865823729,5000,25
l1_logistic,rf,5,0.9149249188311689,0.7859172077922078,0.05545738393135245,0.18653557282025413,arcene_keep5000,0.12900771103896114,0.13107818888890166,5000,25
l1_logistic,rf,6,0.9142146915584416,0.8387784090909091,0.053039602931216234,0.11891817779875538,arcene_keep5000,0.07543628246753253,0.06587857486753915,5000,25
l1_logistic,rf,7,0.9209618506493507,0.792867288961039,0.05099607664480576,0.18103299919800528,arcene_keep5000,0.12809456168831168,0.1300369225531995,5000,25
l1_logistic,rf,8,0.8987418831168831,0.8078327922077922,0.06770119601137845,0.14189313308709917,arcene_keep5000,0.09090909090909083,0.07419193707572072,5000,25
l1_logistic,rf,9,0.9089894480519481,0.78125,0.05977768120084803,0.17901461922392,arcene_keep5000,0.12773944805194815,0.11923693802307198,5000,25
l1_logistic,rf,10,0.9246651785714285,0.8235592532467534,0.049211014304301755,0.13978953750771747,arcene_keep5000,0.1011059253246751,0.09057852320341572,5000,25
l1_logistic,rf,11,0.9176136363636364,0.8142248376623379,0.05169972908486722,0.14572153127576495,arcene_keep5000,0.10338879870129847,0.09402180219089773,5000,25
l1_logistic,rf,12,0.9075689935064936,0.8012885551948051,0.05800479508763143,0.14868231479673896,arcene_keep5000,0.10628043831168843,0.09067751970910753,5000,25
l1_logistic,rf,13,0.9083806818181819,0.8312702922077921,0.061756666641759335,0.13009004401231025,arcene_keep5000,0.07711038961038974,0.06833337737055092,5000,25
l1_logistic,rf,14,0.9351663961038961,0.8027090097402597,0.04232950274800951,0.1672404524392125,arcene_keep5000,0.13245738636363635,0.124910949691203,5000,25
l1_logistic,rf,15,0.9017349837662338,0.7803875811688311,0.06419598458338138,0.19277388666290265,arcene_keep5000,0.12134740259740273,0.12857790207952127,5000,25
l1_logistic,rf,16,0.9161931818181819,0.7565949675324676,0.05600034690887318,0.2073044920438502,arcene_keep5000,0.1595982142857143,0.15130414513497703,5000,25
l1_logistic,rf,17,0.9354200487012987,0.7904829545454546,0.04298509683060806,0.18939797662176888,arcene_keep5000,0.1449370941558441,0.14641287979116083,5000,25
l1_logistic,rf,18,0.9178165584415584,0.8234070616883117,0.05324784701964621,0.13367338830682232,arcene_keep5000,0.09440949675324672,0.0804255412871761,5000,25
l1_logistic,rf,19,0.9067065746753247,0.8300527597402598,0.061048871675698974,0.12726005064034795,arcene_keep5000,0.07665381493506485,0.06621117896464898,5000,25
l1_logistic,rf,20,0.9171570616883117,0.8181818181818181,0.05230138977348249,0.15253392217736114,arcene_keep5000,0.09897524350649356,0.10023253240387865,5000,25
l1_logistic,rf,21,0.9078733766233766,0.8143262987012987,0.05791550390143115,0.15506842552658243,arcene_keep5000,0.09354707792207795,0.09715292162515127,5000,25
l1_logistic,rf,22,0.9274046266233766,0.8118912337662337,0.0458876424542078,0.14844430837340677,arcene_keep5000,0.1155133928571429,0.10255666591919897,5000,25
l1_logistic,rf,23,0.9279626623376622,0.8215300324675324,0.04676342374679782,0.13907896228291827,arcene_keep5000,0.1064326298701298,0.09231553853612046,5000,25
l1_logistic,rf,24,0.9170048701298701,0.8293425324675324,0.05425045965897966,0.14383955237432677,arcene_keep5000,0.08766233766233766,0.08958909271534711,5000,25
l1_logistic,rf,25,0.9246651785714286,0.8469967532467533,0.048674343503162645,0.10447063176195077,arcene_keep5000,0.07766842532467533,0.05579628825878813,5000,25
l1_logistic,rf,26,0.9210125811688312,0.8180296266233766,0.051031412143778446,0.1390021363319912,arcene_keep5000,0.10298295454545459,0.08797072418821276,5000,25
l1_logistic,rf,27,0.9152800324675325,0.8138189935064934,0.05592883604766171,0.1501298035448777,arcene_keep5000,0.10146103896103909,0.09420096749721599,5000,25
l1_logistic,rf,28,0.9199472402597404,0.8180803571428571,0.05233542557978748,0.14250906698226584,arcene_keep5000,0.1018668831168833,0.09017364140247836,5000,25
l1_logistic,rf,29,0.907416801948052,0.8026582792207793,0.05995177279496144,0.1574725732498285,arcene_keep5000,0.10475852272727271,0.09752080045486705,5000,25
mutual_info,logistic,0,0.9242086038961039,0.8347199675324676,0.06734157832985078,0.11722853197429627,arcene_keep10000,0.08948863636363635,0.04988695364444548,10000,25
