method,budget_type,budget,frac,k_features,n_features,classifier,calibrate,seed,accuracy,auroc,brier,ece,aurc,auroc_gap,ece_gap,net_benefit,net_benefit_gap,conformal_efficiency,conformal_coverage,conformal_coverage_gap,selective_ece,dataset,rep,runtime_s,calib_sha256
l1_logistic,k,k:2,,2,19993,gb,none,3866917435,0.5347593582887701,0.581615120274914,0.3058090645576193,0.2432118358353125,0.3741985538897205,,,0.2750944623666687,,1.7219251336898396,0.9037433155080212,,0.2765922873678782,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:4,,4,19993,gb,none,3866917435,0.6203208556149733,0.6410080183276059,0.2943529878066809,0.2548686048955456,0.3269253360814979,,,0.2773343034817627,,1.7219251336898396,0.9037433155080212,,0.2710025121492535,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:8,,8,19993,gb,none,3866917435,0.7112299465240641,0.7449026345933563,0.237126369446819,0.2054349769207049,0.2380459120413884,,,0.3265664037485775,,1.5935828877005347,0.9037433155080212,,0.2178270063330399,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:16,,16,19993,gb,none,3866917435,0.7272727272727273,0.756815578465063,0.2248675680104734,0.2020249329679321,0.2286244781402446,,,0.3479443079027574,,1.60427807486631,0.9037433155080212,,0.2086839843347898,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:32,,32,19993,gb,none,3866917435,0.7272727272727273,0.7681557846506301,0.2179975727605581,0.1947392330157107,0.1902544223946593,,,0.3681713850096634,,1.53475935828877,0.9037433155080212,,0.1769249239197181,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:64,,64,19993,gb,none,3866917435,0.6951871657754011,0.7707903780068729,0.2189527597725244,0.182909365677257,0.1778443936028954,,,0.3617576612364944,,1.4919786096256684,0.9037433155080212,,0.1870039783234622,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:128,,128,19993,gb,none,3866917435,0.7058823529411765,0.750057273768614,0.2356097043259636,0.1824881672306242,0.1973497484391032,,,0.3424138763672553,,1.5668449197860963,0.9037433155080212,,0.2035531914188016,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:256,,256,19993,gb,none,3866917435,0.679144385026738,0.7279495990836197,0.2501181124775272,0.2151410731932326,0.2129033253682687,,,0.3288128298059284,,1.588235294117647,0.9037433155080212,,0.2252396949381987,smk_can_187,3,60.037,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,frac,frac:1,1.0,19993,19993,gb,none,2345444754,0.6844919786096256,0.7647193585337916,0.2200399369792183,0.1958601693991708,0.167465022634083,,,0.3735811069549434,,1.4759358288770053,0.9037433155080212,,0.1956597639187912,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
l1_logistic,k,k:1,,1,19993,gb,none,2345444754,0.5561497326203209,0.5684421534936999,0.2686262794920937,0.1651128160907715,0.391553112850131,,,0.292676654682561,,1.7593582887700534,0.9144385026737968,,0.1943531343571151,smk_can_187,4,57.925,eea1cc34fd9d82b0c6d7267dcc1cac30b2234f9f9020f48754a66d120f25f54e
