kept_features,method,classifier,rep,auroc_full,auroc_red,auroc_penalty
256,l1_logistic,rf,0,0.9107650162337663,0.8662236201298702,0.04454139610389607
256,l1_logistic,rf,1,0.9253246753246754,0.8925527597402598,0.03277191558441561
256,l1_logistic,rf,2,0.9219764610389609,0.8866680194805195,0.03530844155844137
256,l1_logistic,rf,3,0.9260856331168831,0.9163453733766234,0.009740259740259716
256,l1_logistic,rf,4,0.9077719155844156,0.8698762175324676,0.037895698051948035
256,l1_logistic,rf,5,0.9150771103896104,0.865919237012987,0.04915787337662336
256,l1_logistic,rf,6,0.91796875,0.8809354707792209,0.03703327922077915
256,l1_logistic,rf,7,0.9128449675324675,0.8747970779220778,0.03804788961038963
256,l1_logistic,rf,8,0.9162439123376623,0.9034090909090909,0.012834821428571397
256,l1_logistic,rf,9,0.9044744318181818,0.8685064935064936,0.03596793831168821
256,l1_logistic,rf,10,0.9240056818181818,0.87890625,0.04509943181818177
256,l1_logistic,rf,11,0.9134030032467532,0.8796164772727274,0.03378652597402576
256,l1_logistic,rf,12,0.9118810876623377,0.9020900974025973,0.009790990259740395
256,l1_logistic,rf,13,0.8953429383116883,0.8920454545454546,0.003297483766233733
256,l1_logistic,rf,14,0.9216213474025974,0.8625710227272728,0.05905032467532456
256,l1_logistic,rf,15,0.9173092532467532,0.8877840909090908,0.029525162337662336
256,l1_logistic,rf,16,0.9290280032467533,0.8732244318181818,0.05580357142857151
256,l1_logistic,rf,17,0.9168526785714286,0.8994521103896105,0.01740056818181812
256,l1_logistic,rf,18,0.9069602272727272,0.8729200487012986,0.0340401785714286
256,l1_logistic,rf,19,0.9193892045454545,0.8669845779220778,0.05240462662337664
256,l1_logistic,rf,20,0.8970170454545454,0.8693181818181818,0.027698863636363646
256,l1_logistic,rf,21,0.8991477272727273,0.833502435064935,0.06564529220779225
256,l1_logistic,rf,22,0.9210633116883117,0.8655133928571429,0.055549918831168776
256,l1_logistic,rf,23,0.896002435064935,0.830762987012987,0.06523944805194803
256,l1_logistic,rf,24,0.9148234577922079,0.8495840097402597,0.06523944805194815
256,l1_logistic,rf,25,0.9096996753246753,0.890726461038961,0.0189732142857143
256,l1_logistic,rf,26,0.8810369318181818,0.8480620941558441,0.032974837662337664
256,l1_logistic,rf,27,0.920403814935065,0.8773843344155845,0.04301948051948046
256,l1_logistic,rf,28,0.9099025974025974,0.8868202110389611,0.023082386363636243
256,l1_logistic,rf,29,0.9105113636363636,0.9059456168831169,0.004565746753246724
256,mutual_info,logistic,0,0.8678977272727273,0.8340097402597402,0.03388798701298712
256,mutual_info,logistic,1,0.9091923701298701,0.8627232142857143,0.046469155844155785
256,mutual_info,logistic,2,0.8598823051948052,0.8482142857142857,0.011668019480519543
256,mutual_info,logistic,3,0.8733766233766234,0.8614042207792209,0.01197240259740251
256,mutual_info,logistic,4,0.8765219155844156,0.7980925324675324,0.07842938311688319
256,mutual_info,logistic,5,0.882913961038961,0.8463879870129869,0.03652597402597413
256,mutual_info,logistic,6,0.8658685064935064,0.8260957792207793,0.03977272727272718
256,mutual_info,logistic,7,0.8706371753246754,0.8363433441558442,0.034293831168831224
256,mutual_info,logistic,8,0.8919439935064936,0.8534902597402597,0.038453733766233844
256,mutual_info,logistic,9,0.9118303571428573,0.8581574675324676,0.05367288961038974
256,mutual_info,logistic,10,0.8757102272727273,0.8734780844155844,0.0022321428571429047
256,mutual_info,logistic,11,0.8638392857142857,0.8403003246753247,0.023538961038961026
256,mutual_info,logistic,12,0.8856534090909091,0.8449675324675324,0.04068587662337664
256,mutual_info,logistic,13,0.9108157467532467,0.841314935064935,0.06950081168831168
256,mutual_info,logistic,14,0.9105113636363638,0.8486201298701299,0.061891233766233844
256,mutual_info,logistic,15,0.8903206168831169,0.8554180194805195,0.03490259740259738
256,mutual_info,logistic,16,0.898640422077922,0.8608969155844157,0.03774350649350633
256,mutual_info,logistic,17,0.9291801948051949,0.880174512987013,0.04900568181818188
256,mutual_info,logistic,18,0.8936688311688311,0.8507508116883117,0.04291801948051943
256,mutual_info,logistic,19,0.8882913961038961,0.8226461038961039,0.06564529220779214
256,mutual_info,logistic,20,0.8605925324675325,0.8901176948051948,-0.029525162337662225
256,mutual_info,logistic,21,0.8916396103896104,0.8420251623376623,0.049614448051948035
